- Autogol | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Aníbal Calderón Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- 36. Andrés Duarte (PAR) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Jorge Contreras Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Jesús Pino Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Salomón Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Jonathan Schunke (ARG) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Francisco Ayala Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- 2. Lissy Vargas Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Victoria Díaz Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Jennifer Cornejo Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- 5. Ignacia Donoso Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Isidora Tobar Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- 4. Yamilet Lizana Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Almendra Sainz Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Ariel Guzmán (Sub 21) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- José Matías Fernández (2003) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Lauler Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- José Navarrete Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Santelices Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Enzo Pérez Román Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Icker Quiroz (2006) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Diego González Torres Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Marcelo Cornejo (2006) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Hardy Cavero Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Gianni Rodríguez (URU) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Braian Álvarez (ARG) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Sandy Álvarez Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Natalia Lizana Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Christel Ponce Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Rodrigo Sandoval Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Simón Contreras Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Braian Camisassa (ARG) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- David Tati Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Alvarado Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Guerrero (2005) Defensa | DEF (Defensa) | Edad: N/A | N??: N/A | Valor: N/A
- 10. Cristopher Penroz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Luis Torres (Sub 20) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 21. Víctor Patricio Henríquez Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 26. Luis Lizana (Sub 20) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Cofré Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 18. Felipe Catalán Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 28. Dante Martínez Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- César González Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 6. Cristhian Collao Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Cristopher Penroz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 22. Diego González Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Francisco Arenas (2000) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 14. Pablo Feres Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 35. Nicolás Plaza (Sub 21) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 26. Diego Urquieta Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Benjamín Núñez Soto Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 22. Camilo Figueroa (COL) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 51. Rodrigo Sanz (Sub 21) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 6. César Muñoz (Sub-20) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 45. Vicente Muñoz (Sub 21) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Patricio Echaniz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 13. Paulo Cárdenas Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Johan Fuentes Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 26. Carlos Cisternas Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 10. Ronaldo Abarca Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 10. Javier Bayk (ARG) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Andrés Díaz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 32. Nicolás del Priore (ARG) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 44. Cristóbal Moraga (Sub 21) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 39. Tomás Cabrera (Sub 21) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Alonso Rodríguez Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Pezoa Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Hernán Albano Becica (ARG) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 48. Antonio Muñoz (Sub 21) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Patricio Díaz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Martin Espinoza (2005) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Mauro Maureira (2001) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Espinosa Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 34. Matías Farías (Sub 21) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Yaritza Rodríguez Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Estefanía González Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Yosseline Labbé Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Yerson Opazo Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Lemmo (URU) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Danilo Catalán Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Maturana Caneo Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Patricio Romero (Sub 21) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Benjamín Miranda Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Byron Bustamante Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Alberto Letelier (2003) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 13. Javiera Maulén Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Yanara Arriagada Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Darlin Vargas Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Paulina Rodríguez Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 14. Sara Valoza Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 16. Iris Ramírez Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Magdalena Véliz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Belén Vargas Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Eduardo Vilches Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 23. Escarlett Pinto Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Mayllén Córdova Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Bryan Ogaz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Camilo Rencoret Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Enzo Fernández Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Iván Ledezma Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Kevin Medel Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Santos (URU) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Francisca Fuentes Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Pamela Cañete Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Antonella Espinoza Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Jonathan Henríquez (2007) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Rubén Leyton (2007) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Caroca Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Jaime Carreño Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Recabal Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Luis Muñoz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Urzúa Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Cristóbal Castillo Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Martín Maturana Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Plaza Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Constanza Alvarado Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Constanza Carrasco Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Tonka González Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Belén Gutiérrez Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Tonka Mora Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Sigridt Muñoz Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Sofía Valderrama Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Yasmín Torres Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Florencia Urzúa Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Antonia López Seguel Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Sofia Balmaceda Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Isidora Donoso Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Orellana Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Gino Alucema Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Hugo Herrera Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Delgado Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Santiago Mederos (URU) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- Joahn Saavedra (2010) Volante | MED (Volante) | Edad: N/A | N??: N/A | Valor: N/A
- 11. Luca Pontigo Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 20. Miguel Prieto (Sub 20) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 7. Miguel Morales Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 12. Benjamín Carrasco Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Alexis Pérez Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 30. Mauro Lopes Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 31. Roberto Abarca Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 24. Nicolás Pérez Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Guillermo Diego Huerta Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Carlos Oyaneder Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Carlos Gaete Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Luca Pontigo Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Mauro Lopes Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Rodrigo Gattas Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 28. Michael Gamble (EEUU) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 27. Marcos Benavidez (ARG) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 17. Carlos Oyaneder Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 7. Juan Carlos Gaete Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Bryan Rojas Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Pablo Paredes Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Bastián Henríquez Caroca Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Gustavo Gotti (ARG) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Humberto Suazo Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- David Salazar Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 7. Diego Huerta Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 4. Alexander Valencia (COL) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Carmona Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Pedro Muñoz Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 29. Mauro Siergiejuk (ARG) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Bryan Taiva Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Cristián Duma (ARG) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Ricardo Fuenzalida Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 15. David Henríquez Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 27. Allan Toledo Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 13. Leonardo Espinoza Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Arias Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- David Llanos Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Pablo Brito Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Patricio Muñoz Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Muriel Orlando (ARG) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Mitchell Wassenne Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Sepúlveda Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- César Díaz (2002) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Edwuin Pernía (VEN) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Antonia López Olivares Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Yasnna Aliaga Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Meneses Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Carolina Olivares Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Anaís Gaete Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Dilan Guzmán (2006) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Christopher Ojeda Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Leandro Barrera (ARG) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Diego González Miranda (URU) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Dilan Salgado Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Mathías Pinto Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Cristóbal Muñoz Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Rodrigo Cisterna Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Belmar (2002) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Antonella Ceballos Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Denis Bustamante Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Cristóbal Moreno (2006) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Kevin Harbottle Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Milton Alegre Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Rivera Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Cristian Pardo Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Martiniano Moreno (ARG) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Alcides Valdez (PAR) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Javiera Mandujano Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Joaquín González (2006) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Benjamín Faúndez (2007) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Cristóbal Catalán Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Acevedo Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Gabriel Moya (2008) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Nadir Zeineddin (ARG) Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Barrios Delantero | DEL (Delantero) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Osvaldo Hurtado Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Renzo Yáñez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Jaime Gutiérrez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Juan Pablo Ojeda Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Héctor Adomaitis (ARG) Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Fabián Marzuca Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Sebastián Pardo Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Christian Benítez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Hernán Peña Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Pablo Ramírez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Felipe Nuñez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Juan Parraguez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Felipe Salinas Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Nelson Garrido Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. John Armijo Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Carlos Ramirez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 17. María Jorquera Delantera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
